dense_train_losses,dense_val_losses,dense_times,sparse_train_losses,sparse_val_losses,sparse_times,low_rank_train_losses,low_rank_val_losses,low_rank_times
0.3563437908887863,0.08676198124885559,0.03949785232543945,3.4728854907850604e-05,0.0,110.7844910621643,0.3599694147706032,0.08999839425086975,0.1410837173461914
0.25324441865086555,0.06334851682186127,0.15948152542114258,,,,0.35391297936439514,0.08950905501842499,0.7100813388824463
0.16287219524383545,0.05024825036525726,0.27156829833984375,,,,0.3283815011382103,0.08462106436491013,1.2521255016326904
0.1082729920744896,0.039504118263721466,0.3857128620147705,,,,0.26750650256872177,0.0735316351056099,1.826601266860962
0.07840178534388542,0.035279661417007446,0.4907262325286865,,,,0.20890037715435028,0.06282767653465271,2.3662760257720947
0.0621988894417882,0.03246482461690903,0.6035912036895752,,,,0.16706709563732147,0.05341573432087898,2.9229373931884766
0.03823004709556699,0.030602766200900078,0.7105934619903564,,,,0.12901507318019867,0.045876819640398026,3.482219696044922
0.03385472949594259,0.03129420801997185,0.8255934715270996,,,,0.10374404489994049,0.04047585278749466,4.0299317836761475
0.02037020563147962,0.029819810763001442,0.9325957298278809,,,,0.07985452190041542,0.0366244800388813,4.581088066101074
0.016588666941970587,0.029955795034766197,1.0526745319366455,,,,0.059805979020893574,0.034988414496183395,5.136229515075684
0.015338047756813467,0.030725473538041115,1.1635925769805908,,,,0.0470739034935832,0.03445151075720787,5.712222337722778
0.010326175135560334,0.030983153730630875,1.273711919784546,,,,0.04105899389833212,0.03288794308900833,6.299916982650757
0.007935550122056156,0.03192685544490814,1.398771047592163,,,,0.03290862403810024,0.031975965946912766,6.944454193115234
0.007198929670266807,0.032438088208436966,1.5197055339813232,,,,0.027871633414179087,0.032120876014232635,7.53291916847229
0.00445839628810063,0.03189590200781822,1.6377182006835938,,,,0.026016315910965204,0.03079596534371376,8.169429063796997
0.006787387916119769,0.032335467636585236,1.7608027458190918,,,,0.0206235833466053,0.03124609962105751,8.792136907577515
0.0036767213750863448,0.03145703673362732,1.888716220855713,,,,0.01999903190881014,0.031106002628803253,9.548045873641968
0.003497074852930382,0.03148623928427696,2.0197010040283203,,,,,,
0.0033545385085744783,0.031875524669885635,2.1307811737060547,,,,,,
0.0032284496555803344,0.031914982944726944,2.253706932067871,,,,,,
0.002797325301798992,0.03176774084568024,2.3658013343811035,,,,,,
0.0019464443030301481,0.032246723771095276,2.4957973957061768,,,,,,
0.0017165745593956672,0.03206854686141014,2.618208885192871,,,,,,
0.0016167325447895564,0.032334987074136734,2.7422990798950195,,,,,,
0.0015663148151361383,0.032351650297641754,2.861215114593506,,,,,,
0.0015458487250725739,0.03209394961595535,2.990248918533325,,,,,,
0.0027703155064955354,0.03229982778429985,3.1132047176361084,,,,,,
0.0014888053774484433,0.03242712467908859,3.2372066974639893,,,,,,
0.0014743450265086722,0.03238777071237564,3.3523004055023193,,,,,,
0.0014524801626976114,0.03242482617497444,3.4733431339263916,,,,,,
0.001438803163182456,0.032370131462812424,3.593323230743408,,,,,,
0.0026717829387052916,0.03241768851876259,3.7283897399902344,,,,,,
0.0014076411644055042,0.03243511542677879,3.9103856086730957,,,,,,
0.0013967875729576917,0.032513171434402466,4.137300968170166,,,,,,
0.001388076992952847,0.032433681190013885,4.3913960456848145,,,,,,
0.0013861417937732767,0.032501962035894394,4.644667863845825,,,,,,
0.0013742007922701305,0.03254495933651924,4.872591972351074,,,,,,
0.0013695727811864344,0.03249162808060646,5.1445817947387695,,,,,,
0.0013608044700958999,0.03256800025701523,5.3865556716918945,,,,,,
0.0013567684982263017,0.032584298402071,5.6239659786224365,,,,,,
0.0013481954101735028,0.032443393021821976,5.898047685623169,,,,,,
0.0013415014418569626,0.03261283040046692,6.128977060317993,,,,,,
0.0013422140473267063,0.03255496174097061,6.3699915409088135,,,,,,
0.0013335127114260104,0.03258228302001953,6.594878673553467,,,,,,
0.0013289662228999077,0.032654453068971634,6.809689283370972,,,,,,
0.0013254878840598394,0.032751068472862244,7.019815444946289,,,,,,
0.002574374524556333,0.03272712230682373,7.222715377807617,,,,,,
0.001319124220572121,0.03280121460556984,7.431716442108154,,,,,,
0.0013179537781979889,0.032789018005132675,7.665727376937866,,,,,,
0.0013156294544387492,0.03277469053864479,7.886828422546387,,,,,,
0.001314533360528003,0.03280007839202881,8.089729070663452,,,,,,
0.0013101931044730009,0.03279478847980499,8.298738718032837,,,,,,
0.0013057503838354023,0.0328148752450943,8.493737936019897,,,,,,
0.0013047549919065204,0.03275280073285103,8.697808742523193,,,,,,
0.0013038835850238684,0.03287510201334953,8.899837970733643,,,,,,
0.0013009031008550664,0.03289991617202759,9.113750457763672,,,,,,
0.002548680826294003,0.03283754736185074,9.3197603225708,,,,,,
0.0012985375333300908,0.03284570947289467,9.538780212402344,,,,,,
0.0012968322216693196,0.03291167691349983,9.788558006286621,,,,,,
0.0012925213563903526,0.03295278549194336,10.011555671691895,,,,,,
